loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,delinq_2yrs,pub_rec_bankruptcies,loan_status
7800, 36 months,11.49,257.18,4 years,RENT,23000,0,0,Current
6000, 36 months,10.75,195.73,10+ years,RENT,100000,1,0,Fully Paid
18000, 36 months,10.99,589.22,10+ years,MORTGAGE,64300,0,0,Fully Paid
8000, 36 months,11.39,263.39,10+ years,MORTGAGE,46000,0,1,Late (31-120 days)
31975, 60 months,21.67,877.13,10+ years,MORTGAGE,64000,0,0,Fully Paid
24950, 60 months,14.98,593.3,10+ years,MORTGAGE,151000,0,0,Fully Paid
6000, 36 months,16.02,211.01,1 year,MORTGAGE,60000,0,0,Current
14400, 36 months,8.39,453.84,1 year,RENT,45000,0,1,Current
3000, 36 months,9.16,95.63,4 years,MORTGAGE,110000,0,0,Current
8000, 36 months,12.99,269.52,2 years,RENT,46800,0,0,Fully Paid
20000, 36 months,8.18,628.39,10+ years,MORTGAGE,143000,2,0,Fully Paid
2400, 36 months,15.31,83.57,10+ years,RENT,54000,0,0,Fully Paid
14000, 60 months,17.27,349.98,10+ years,MORTGAGE,122400,1,0,Current
13000, 36 months,7.84,406.42,2 years,MORTGAGE,70000,0,0,Current
15000, 36 months,9.75,482.25,3 years,OWN,106000,1,0,Fully Paid
10000, 36 months,8.46,315.5,9 years,OWN,42000,1,0,Current
12000, 36 months,12.49,401.39,10+ years,OWN,35000,2,0,Charged Off
18000, 60 months,18.55,462.49,10+ years,MORTGAGE,45028.2,0,0,Current
8000, 36 months,13.67,272.15,10+ years,RENT,52000,0,0,Fully Paid
16300, 60 months,30.79,535.3,10+ years,RENT,60000,1,0,Current
4800, 36 months,20,178.39,,MORTGAGE,25000,0,1,Fully Paid
7000, 36 months,11.58,231.1,4 years,RENT,40000,0,0,Fully Paid
15000, 36 months,19.99,557.38,1 year,RENT,60000,0,0,Fully Paid
20000, 36 months,11.99,664.2,1 year,MORTGAGE,140000,0,0,Late (16-30 days)
1500, 36 months,13.49,50.9,10+ years,OWN,89790,0,0,Current
15000, 36 months,13.18,506.72,10+ years,MORTGAGE,55000,2,0,Fully Paid
24000, 60 months,14.99,570.84,8 years,MORTGAGE,73000,0,0,Fully Paid
10000, 60 months,9.93,212.13,2 years,RENT,52500,0,0,Current
32350, 36 months,16.99,1153.21,10+ years,MORTGAGE,65000,1,0,Fully Paid
8000, 36 months,9.99,258.1,2 years,OWN,24996,0,0,Fully Paid
15625, 36 months,7.39,485.25,3 years,MORTGAGE,63000,0,0,Current
21000, 36 months,22.91,811.92,10+ years,MORTGAGE,300000,3,0,Fully Paid
21000, 36 months,10.75,685.03,5 years,MORTGAGE,50000,0,3,Fully Paid
12000, 60 months,22.74,336.5,10+ years,MORTGAGE,47000,0,0,Current
8000, 36 months,9.44,256.04,1 year,MORTGAGE,80000,2,0,Current
7775, 36 months,12.74,261,2 years,MORTGAGE,40000,0,0,Current
30000, 60 months,17.09,747.03,10+ years,MORTGAGE,82000,0,0,Fully Paid
14175, 60 months,26.06,424.91,1 year,RENT,42000,0,0,Current
7000, 36 months,5.32,210.81,< 1 year,MORTGAGE,82000,0,0,Current
2100, 36 months,20.39,78.47,4 years,RENT,24000,0,0,Current
8000, 36 months,7.12,247.46,10+ years,RENT,93000,0,0,Fully Paid
12000, 60 months,16.14,292.72,10+ years,OWN,100000,0,0,Current
17000, 36 months,11.14,557.69,8 years,MORTGAGE,75000,0,0,Fully Paid
13475, 36 months,15.61,471.16,5 years,OWN,41000,0,0,Fully Paid
14000, 60 months,12.74,316.69,5 years,MORTGAGE,45000,0,1,Fully Paid
35000, 60 months,12.13,780.86,10+ years,MORTGAGE,90000,0,0,Current
10000, 36 months,7.39,310.56,4 years,OWN,94000,1,0,Fully Paid
12000, 36 months,12.73,402.77,3 years,OWN,48000,0,0,Current
16300, 60 months,16.49,400.65,7 years,MORTGAGE,65000,0,0,Current
15000, 36 months,11.67,495.86,5 years,MORTGAGE,38000,1,0,Fully Paid
12000, 60 months,15.61,289.34,10+ years,RENT,45000,0,1,Charged Off
7000, 36 months,10.42,227.26,5 years,RENT,100000,0,0,Current
5000, 36 months,15.61,174.83,,RENT,60000,0,0,Fully Paid
5000, 36 months,15.05,173.45,1 year,MORTGAGE,110000,0,0,Charged Off
15500, 36 months,7.89,484.93,10+ years,MORTGAGE,41500,0,0,Fully Paid
14000, 36 months,7.9,438.07,9 years,MORTGAGE,50000,0,0,Fully Paid
7000, 36 months,5.32,210.81,10+ years,MORTGAGE,56000,0,0,Current
32000, 60 months,7.35,638.94,2 years,RENT,74000,0,0,Current
20000, 36 months,11.99,664.2,10+ years,MORTGAGE,70000,0,0,Current
30000, 36 months,9.67,963.38,10+ years,MORTGAGE,111000,0,0,Fully Paid
30000, 36 months,10.99,982.02,10+ years,MORTGAGE,105000,0,0,Fully Paid
22850, 60 months,9.93,484.71,10+ years,RENT,65000,0,0,Current
12150, 36 months,5.32,365.9,2 years,MORTGAGE,150000,0,0,Current
12175, 36 months,12.69,408.41,10+ years,RENT,29000,0,0,Fully Paid
40000, 36 months,10.9,1307.66,8 years,MORTGAGE,185000,0,0,Current
13000, 36 months,15.22,452.06,< 1 year,RENT,75000,0,0,Fully Paid
28800, 60 months,16.02,700.67,2 years,MORTGAGE,80000,0,0,Current
14400, 60 months,16.55,354.41,< 1 year,MORTGAGE,50000,0,0,Charged Off
8000, 36 months,14.65,275.96,4 years,OWN,28000,0,0,Charged Off
15000, 60 months,16.02,364.94,6 years,RENT,62000,0,0,Current
9250, 36 months,27.27,378.98,10+ years,MORTGAGE,146530,0,0,Fully Paid
35000, 36 months,8.99,1112.83,4 years,MORTGAGE,180000,5,0,Charged Off
12000, 60 months,15.27,287.19,10+ years,MORTGAGE,54000,0,0,Charged Off
8000, 36 months,15.1,277.72,10+ years,RENT,52000,0,1,Fully Paid
9000, 36 months,13.59,305.81,< 1 year,RENT,79040,0,0,Fully Paid
12000, 60 months,13.56,276.49,< 1 year,MORTGAGE,48000,0,0,Current
8300, 36 months,10.41,269.42,9 years,MORTGAGE,32000,0,0,Fully Paid
35000, 36 months,10.15,1131.82,10+ years,MORTGAGE,111000,1,0,Fully Paid
32950, 60 months,19.99,872.8,,MORTGAGE,66000,3,0,Current
10000, 36 months,10.78,326.35,6 years,RENT,52000,0,0,Fully Paid
20000, 36 months,6.49,612.89,1 year,RENT,110000,0,0,Fully Paid
13000, 36 months,10.42,422.05,3 years,OWN,18886,0,0,Current
10700, 36 months,7.49,332.79,1 year,MORTGAGE,80000,0,0,Fully Paid
5000, 36 months,10.49,162.49,10+ years,MORTGAGE,62000,0,0,Fully Paid
10000, 36 months,14.33,343.39,10+ years,MORTGAGE,37691,0,0,Fully Paid
21000, 60 months,23.13,593.57,3 years,MORTGAGE,95600,0,0,Fully Paid
6400, 36 months,8.19,201.12,3 years,OWN,65000,0,0,Current
8500, 36 months,10.33,275.59,< 1 year,RENT,30720,0,0,Current
7000, 36 months,12.99,235.83,10+ years,RENT,35000,0,1,Fully Paid
5900, 36 months,24.99,234.56,< 1 year,MORTGAGE,40000,0,0,Fully Paid
4000, 36 months,11.53,131.97,9 years,RENT,62000,0,0,Fully Paid
35000, 36 months,11.99,1162.34,9 years,MORTGAGE,95000,0,0,Fully Paid
40000, 36 months,13.67,1360.71,10+ years,MORTGAGE,300000,0,0,Fully Paid
18925, 60 months,13.99,440.26,10+ years,OWN,41172,2,0,Current
6350, 36 months,18.25,230.37,1 year,MORTGAGE,32000,0,0,Fully Paid
33700, 60 months,18.99,874.02,,OWN,67445,0,0,Current
12000, 36 months,6.71,368.94,2 years,RENT,30000,0,0,Current
17000, 60 months,10.99,369.54,4 years,RENT,49800,0,0,Current
35000, 60 months,14.49,823.31,10+ years,OWN,278000,0,0,Fully Paid
21825, 36 months,16.99,778.02,1 year,RENT,52000,0,0,Charged Off
16800, 60 months,13.49,386.48,10+ years,MORTGAGE,78000,0,0,Current
35000, 60 months,18.55,899.28,10+ years,MORTGAGE,85000,0,0,Charged Off
25000, 60 months,13.98,581.45,10+ years,MORTGAGE,75000,0,0,Current
8400, 36 months,15.05,291.4,< 1 year,RENT,69996,1,0,Fully Paid
12000, 36 months,7.99,375.99,< 1 year,MORTGAGE,140000,0,0,Fully Paid
7750, 36 months,11.67,256.2,10+ years,MORTGAGE,70000,1,0,Charged Off
15000, 60 months,18.94,388.62,10+ years,OWN,38000,0,0,Fully Paid
6000, 36 months,12.61,201.04,4 years,RENT,50000,1,0,Current
14000, 36 months,8.59,442.53,10+ years,MORTGAGE,145000,0,0,Fully Paid
10000, 36 months,13.98,341.68,,OWN,60000,0,0,Fully Paid
12000, 36 months,12.12,399.26,2 years,MORTGAGE,60000,0,0,Fully Paid
24500, 60 months,22.7,686.46,3 years,RENT,58500,0,0,Fully Paid
10000, 36 months,10.42,324.65,< 1 year,OWN,22365.38,0,0,Current
15000, 36 months,12.69,503.18,6 years,RENT,130000,0,0,Charged Off
4000, 36 months,16.14,140.91,10+ years,MORTGAGE,150000,3,0,Fully Paid
27000, 36 months,13.99,922.67,5 years,RENT,63000,0,0,Charged Off
10000, 60 months,14.08,233.1,1 year,MORTGAGE,36100,0,0,Current
35000, 36 months,9.17,1115.77,2 years,MORTGAGE,200000,0,0,Fully Paid
21300, 60 months,22.15,590.11,10+ years,MORTGAGE,77000,1,1,Fully Paid
20000, 60 months,12.69,451.9,10+ years,RENT,95000,0,0,Fully Paid
20000, 36 months,13.58,679.48,7 years,RENT,48000,0,1,Current
12000, 36 months,12.79,403.12,10+ years,RENT,66000,0,0,Charged Off
35000, 60 months,15.05,833.57,10+ years,MORTGAGE,120000,4,0,Current
11150, 60 months,13.35,255.7,10+ years,OWN,26000,0,1,Fully Paid
35000, 36 months,9.49,1120.99,5 years,MORTGAGE,205000,0,0,Current
10000, 36 months,11.49,329.72,1 year,MORTGAGE,30000,0,1,Charged Off
14000, 36 months,12.62,469.16,1 year,RENT,80000,0,0,Fully Paid
8400, 36 months,16.02,295.41,10+ years,MORTGAGE,45000,0,0,Current
20750, 36 months,13.49,704.06,10+ years,RENT,80000,0,0,Current
20000, 60 months,15.59,482.02,,RENT,60000,0,0,Current
35000, 36 months,15.49,1221.71,3 years,MORTGAGE,187000,0,0,Current
23000, 60 months,14.47,540.8,5 years,MORTGAGE,80000,0,0,Current
18000, 36 months,24.85,714.25,1 year,RENT,54500,0,0,Charged Off
20400, 36 months,7.26,632.33,< 1 year,MORTGAGE,55000,0,0,Fully Paid
9000, 36 months,9.93,290.11,6 years,MORTGAGE,111000,1,0,Fully Paid
15000, 36 months,9.99,483.94,3 years,MORTGAGE,61100,1,0,Fully Paid
12000, 60 months,14.99,285.42,8 years,MORTGAGE,90000,0,0,Charged Off
9000, 36 months,7.56,280.21,1 year,OWN,40000,0,0,Current
6000, 60 months,18.25,153.18,3 years,RENT,20000,0,0,Fully Paid
10000, 36 months,8.24,314.48,9 years,MORTGAGE,52000,0,0,Fully Paid
5000, 36 months,10.47,162.45,,RENT,21000,0,0,Current
4000, 36 months,18.06,144.74,1 year,MORTGAGE,72000,0,0,Current
5000, 36 months,6.99,154.37,10+ years,MORTGAGE,53000,0,0,Fully Paid
35000, 36 months,24.74,1386.79,10+ years,RENT,106000,1,0,Fully Paid
16800, 36 months,5.32,505.93,10+ years,MORTGAGE,87000,0,0,Current
10000, 36 months,5.32,301.15,7 years,RENT,70000,0,0,Fully Paid
16000, 36 months,16.99,570.37,10+ years,RENT,76000,0,0,Current
10000, 36 months,16.29,353.01,3 years,OWN,420000,1,0,Fully Paid
10000, 36 months,15.22,347.74,1 year,RENT,50000,0,1,Fully Paid
13400, 36 months,7.97,419.73,3 years,RENT,55000,0,0,In Grace Period
5000, 36 months,16.02,175.84,3 years,OWN,30000,0,0,Charged Off
8000, 36 months,10.75,260.97,8 years,RENT,60000,0,0,Fully Paid
15000, 36 months,10.75,489.31,8 years,RENT,42000,0,1,Charged Off
8000, 36 months,15.88,280.79,6 years,MORTGAGE,45000,1,1,Charged Off
6250, 36 months,23.88,244.82,6 years,RENT,75000,0,1,Charged Off
17000, 60 months,14.07,396.18,2 years,OWN,38000,0,1,Current
30000, 36 months,13.33,1015.6,4 years,MORTGAGE,140000,1,0,Fully Paid
4975, 36 months,16.55,176.27,3 years,OWN,45000,1,0,Fully Paid
28000, 36 months,5.32,843.22,6 years,MORTGAGE,155000,0,0,Fully Paid
20700, 36 months,22.74,798.49,10+ years,MORTGAGE,64780,0,0,Fully Paid
15000, 36 months,8.18,471.3,10+ years,RENT,43000,0,0,Fully Paid
7000, 36 months,7.9,219.04,6 years,MORTGAGE,140000,0,0,Fully Paid
13000, 36 months,7.34,403.43,< 1 year,RENT,136000,0,0,Fully Paid
33450, 36 months,15.05,1160.38,10+ years,RENT,75000,0,1,Fully Paid
10000, 36 months,10.41,324.61,7 years,MORTGAGE,40000,0,0,Current
10000, 36 months,14.47,344.07,,RENT,28317,0,0,Fully Paid
12000, 60 months,9.92,254.5,10+ years,MORTGAGE,80000,0,0,Current
18000, 36 months,7.99,563.98,4 years,MORTGAGE,72000,0,0,Current
10000, 36 months,20.89,376.19,6 years,RENT,80000,0,1,Current
9000, 36 months,5.32,271.04,10+ years,OWN,75000,0,0,Fully Paid
20050, 36 months,15.31,698.09,,MORTGAGE,85000,0,0,Fully Paid
10000, 60 months,15.61,241.12,8 years,MORTGAGE,99500,0,0,Fully Paid
20000, 60 months,13.56,460.82,4 years,RENT,73000,0,0,Current
20000, 60 months,13.06,455.68,10+ years,MORTGAGE,95496,0,0,Fully Paid
6000, 36 months,11.47,197.78,1 year,RENT,50000,0,0,Fully Paid
15000, 36 months,7.97,469.84,9 years,MORTGAGE,189000,0,0,Fully Paid
3025, 36 months,10.42,98.21,3 years,RENT,36000,0,0,Current
35000, 60 months,20.31,933.34,10+ years,MORTGAGE,92500,0,0,Charged Off
8500, 36 months,7.97,266.25,,MORTGAGE,74000,0,0,Current
6000, 36 months,7.89,187.72,4 years,MORTGAGE,85000,0,1,Fully Paid
12000, 36 months,10.47,389.86,10+ years,RENT,47000,0,1,Current
18200, 36 months,8.9,577.91,10+ years,MORTGAGE,180000,1,0,Fully Paid
4500, 36 months,5.31,135.5,10+ years,MORTGAGE,85500,0,0,Current
40000, 60 months,5.31,760.55,10+ years,OWN,215000,0,0,Current
17925, 60 months,14.47,421.47,5 years,MORTGAGE,65000,0,0,Current
15000, 36 months,5.32,451.73,< 1 year,RENT,175000,0,0,Current
5000, 36 months,7.97,156.62,,MORTGAGE,15800,1,1,Fully Paid
5000, 36 months,9.44,160.03,10+ years,MORTGAGE,80000,2,0,Fully Paid
7800, 36 months,11.39,256.81,10+ years,MORTGAGE,110000,0,1,Current
17000, 36 months,15.99,597.59,10+ years,OWN,34000,0,0,Fully Paid
20000, 36 months,15.61,699.3,3 years,OWN,57000,0,0,Fully Paid
13200, 36 months,8.24,415.11,3 years,MORTGAGE,80000,0,0,Fully Paid
25000, 36 months,8.39,787.92,10+ years,MORTGAGE,60000,0,0,Fully Paid
25000, 36 months,20.5,935.48,6 years,OWN,126000,0,0,Fully Paid
36000, 60 months,7.35,718.81,10+ years,MORTGAGE,79000,0,0,Current
9600, 36 months,17.99,347.02,1 year,RENT,45000,0,0,Current
12800, 60 months,19.99,339.06,2 years,RENT,200000,0,1,Current
13500, 36 months,10.07,436.06,4 years,MORTGAGE,105000,0,0,Current
5000, 36 months,10.15,161.69,4 years,MORTGAGE,79000,0,0,Fully Paid
7050, 36 months,9.75,226.66,10+ years,MORTGAGE,31000,0,0,Fully Paid
24000, 60 months,10.42,514.91,10+ years,MORTGAGE,126989,0,0,Current
16000, 60 months,12.69,361.52,2 years,MORTGAGE,70000,0,0,Fully Paid
8575, 36 months,12.29,286.01,,OWN,18694.8,0,0,Fully Paid
30625, 60 months,16.99,760.95,10+ years,MORTGAGE,90000,0,0,Charged Off
10000, 36 months,12.73,335.65,< 1 year,MORTGAGE,50000,1,0,Current
35000, 36 months,7.89,1095,10+ years,MORTGAGE,183000,1,0,Fully Paid
25925, 36 months,16.55,918.51,5 years,MORTGAGE,172000,0,0,Fully Paid
22400, 36 months,11.47,738.35,6 years,MORTGAGE,70000,1,1,Fully Paid
35000, 60 months,26.24,1052.9,10+ years,MORTGAGE,120000,0,0,Charged Off
23000, 60 months,18.25,587.19,8 years,MORTGAGE,109000,0,0,Charged Off
15000, 36 months,6.67,460.9,4 years,RENT,52000,0,0,Current
20000, 36 months,14.08,684.33,8 years,MORTGAGE,56000,0,0,Fully Paid
33600, 36 months,5.32,1011.86,5 years,RENT,95000,0,0,Current
5000, 36 months,7.34,155.17,1 year,MORTGAGE,70000,0,0,Current
27050, 60 months,26.49,817.76,10+ years,MORTGAGE,170000,2,0,Current
10000, 60 months,14.08,233.1,5 years,RENT,90000,2,0,Current
12500, 60 months,15.77,302.46,,MORTGAGE,25000,0,0,Current
5000, 36 months,19.03,183.36,< 1 year,RENT,35520,0,0,Current
16000, 36 months,11.49,527.55,8 years,MORTGAGE,127000,0,0,Current
10000, 36 months,15.05,346.9,1 year,RENT,60000,0,0,Fully Paid
15000, 36 months,5.31,451.66,10+ years,MORTGAGE,57000,0,0,Current
30000, 36 months,9.17,956.37,7 years,RENT,120000,0,0,Fully Paid
32000, 36 months,12.61,1072.21,10+ years,MORTGAGE,102000,0,0,Current
11050, 36 months,18.99,405,10+ years,MORTGAGE,51000,0,0,Fully Paid
25000, 60 months,11.49,549.69,1 year,MORTGAGE,80000,0,0,Current
15000, 60 months,16.29,367.09,8 years,RENT,80000,0,0,Charged Off
10000, 36 months,15.61,349.65,7 years,MORTGAGE,52000,0,0,Fully Paid
15000, 60 months,19.52,393.42,7 years,MORTGAGE,150000,0,0,Fully Paid
20800, 60 months,17.1,518.06,5 years,RENT,67200,0,0,Charged Off
6025, 36 months,11.49,198.66,10+ years,RENT,54000,0,0,Fully Paid
19250, 36 months,14.99,667.22,3 years,MORTGAGE,75000,0,0,Fully Paid
13000, 36 months,11.99,431.73,8 years,MORTGAGE,80000,0,0,Fully Paid
15000, 60 months,14.99,356.78,10+ years,MORTGAGE,93600,0,0,Current
24000, 60 months,9.49,503.93,3 years,RENT,178000,0,1,Current
7200, 36 months,13.18,243.23,10+ years,RENT,117000,0,0,Fully Paid
40000, 60 months,10.42,858.18,6 years,MORTGAGE,125000,0,0,Charged Off
1200, 36 months,13.49,40.72,10+ years,RENT,42000,0,0,Fully Paid
40000, 36 months,8.46,1261.97,10+ years,RENT,182000,0,0,Current
15000, 36 months,13.56,509.47,10+ years,MORTGAGE,135000,1,0,Current
20000, 60 months,11.99,444.79,6 years,MORTGAGE,76000,2,0,Fully Paid
23000, 36 months,14.33,789.78,3 years,MORTGAGE,54000,0,0,Fully Paid
13000, 36 months,9.17,414.43,3 years,RENT,52000,0,0,Fully Paid
21000, 36 months,19.99,780.33,6 years,RENT,65000,0,0,Current
4000, 36 months,18.25,145.12,2 years,RENT,40000,0,1,Charged Off
21000, 36 months,10.49,682.46,10+ years,RENT,80000,0,0,Current
35000, 36 months,16.91,1246.28,10+ years,RENT,165000,0,0,Current
25000, 36 months,13.67,850.44,< 1 year,MORTGAGE,80000,0,0,Charged Off
11500, 36 months,19.99,427.33,5 years,MORTGAGE,52000,1,0,Fully Paid
6025, 36 months,12.61,201.88,10+ years,MORTGAGE,215000,1,0,Current
14750, 36 months,12.12,490.76,7 years,MORTGAGE,75000,0,0,Charged Off
2875, 36 months,14.99,99.65,10+ years,MORTGAGE,30000,10,0,Fully Paid
30000, 60 months,7.35,599.01,10+ years,MORTGAGE,60000,0,0,Current
16900, 36 months,15.61,590.91,2 years,MORTGAGE,50000,0,1,Fully Paid
8000, 36 months,7.21,247.79,10+ years,MORTGAGE,105000,2,0,Current
18000, 60 months,12.99,409.47,10+ years,MORTGAGE,64000,0,0,Fully Paid
17000, 36 months,7.49,528.73,10+ years,MORTGAGE,82000,0,0,Fully Paid
16800, 60 months,16.99,417.44,5 years,MORTGAGE,67000,0,1,Current
12800, 60 months,10.08,272.47,10+ years,MORTGAGE,100000,0,0,Current
8000, 36 months,6.39,244.8,,OWN,27000,0,0,Fully Paid
35000, 60 months,15.99,850.95,2 years,MORTGAGE,78000,0,0,Current
15000, 36 months,12.79,503.9,9 years,RENT,51147,0,0,Current
16000, 60 months,14.49,376.37,3 years,MORTGAGE,62000,0,0,Current
30000, 60 months,20.8,808.23,10+ years,RENT,71060,1,0,Charged Off
4000, 36 months,16.99,142.6,3 years,MORTGAGE,93000,0,0,Fully Paid
2500, 36 months,6.71,76.87,5 years,RENT,50000,0,1,Current
28500, 36 months,16.99,1015.97,10+ years,RENT,62000,2,0,Charged Off
40000, 36 months,6.46,1225.24,10+ years,MORTGAGE,180000,0,0,Current
6300, 36 months,18.99,230.91,10+ years,RENT,40000,0,0,Current
5400, 36 months,24.99,214.68,6 years,RENT,18000,0,0,Fully Paid
20000, 60 months,14.46,470.15,10+ years,RENT,64000,3,0,Charged Off
5500, 36 months,19.92,204.18,,RENT,25500,1,0,Current
24000, 36 months,7.62,747.88,10+ years,MORTGAGE,90000,1,0,Fully Paid
15000, 36 months,10.47,487.33,,MORTGAGE,79000,0,0,Current
13000, 36 months,11.44,428.32,10+ years,RENT,107000,0,0,Fully Paid
24000, 36 months,6.72,737.99,7 years,MORTGAGE,65000,0,1,Current
5000, 36 months,9.44,160.03,2 years,MORTGAGE,125000,0,0,Current
24000, 60 months,9.76,507.1,2 years,RENT,85000,1,0,Current
30000, 36 months,8.18,942.59,10+ years,RENT,99500,0,0,Fully Paid
1400, 36 months,15.41,48.82,2 years,OWN,22000,0,0,Fully Paid
30000, 60 months,15.05,714.49,10+ years,MORTGAGE,132000,1,0,Current
24000, 36 months,9.75,771.6,10+ years,MORTGAGE,107000,2,0,Fully Paid
8000, 36 months,6.68,245.85,10+ years,RENT,150000,0,0,Fully Paid
12000, 60 months,18.25,306.36,10+ years,RENT,55500,0,1,Fully Paid
35000, 36 months,17.57,1257.8,8 years,MORTGAGE,140000,1,1,Fully Paid
10000, 36 months,9.16,318.75,1 year,MORTGAGE,50000,1,0,Fully Paid
18825, 36 months,11.14,617.56,5 years,MORTGAGE,79500,0,0,Fully Paid
2000, 36 months,9.99,64.53,2 years,RENT,73500,0,1,Fully Paid
3600, 36 months,8.18,113.12,8 years,MORTGAGE,60000,6,0,Charged Off
16000, 36 months,14.99,554.57,8 years,MORTGAGE,93600,3,0,Fully Paid
18000, 60 months,15.61,434.01,3 years,RENT,43700,0,0,Fully Paid
27050, 36 months,6.49,828.94,10+ years,MORTGAGE,180000,0,0,Fully Paid
22950, 60 months,12.35,514.58,5 years,MORTGAGE,52700,0,0,Fully Paid
24000, 60 months,8.39,491.13,10+ years,MORTGAGE,125000,0,0,Late (31-120 days)
14000, 60 months,11.99,311.36,9 years,MORTGAGE,62000,0,1,Fully Paid
25000, 36 months,5.32,752.87,1 year,OWN,220000,0,0,Fully Paid
12500, 36 months,10.49,406.23,5 years,RENT,40000,0,0,Fully Paid
30000, 60 months,13.33,687.68,4 years,MORTGAGE,125000,0,0,Fully Paid
10000, 36 months,5.32,301.15,10+ years,MORTGAGE,60000,0,0,Current
6500, 36 months,16.14,228.98,10+ years,MORTGAGE,64486,0,0,Current
7775, 36 months,15.88,272.89,3 years,MORTGAGE,44242,0,0,Charged Off
16500, 36 months,18.99,604.75,< 1 year,RENT,45000,0,0,Fully Paid
21600, 60 months,24.74,630.71,5 years,RENT,95000,0,1,Charged Off
17275, 36 months,7.21,535.07,7 years,RENT,94000,0,0,Current
16800, 36 months,16.55,595.22,8 years,RENT,40000,0,0,Charged Off
11400, 60 months,13.99,265.2,10+ years,MORTGAGE,34000,0,0,Current
6000, 36 months,13.99,205.04,4 years,MORTGAGE,24000,0,0,Current
30400, 36 months,11.05,995.98,6 years,MORTGAGE,97000,0,0,Current
2000, 36 months,15.04,69.37,2 years,MORTGAGE,60000,1,0,Fully Paid
10000, 60 months,20.39,267.12,3 years,MORTGAGE,65000,0,1,Current
25000, 36 months,7.9,782.26,10+ years,RENT,87000,0,0,Fully Paid
9775, 36 months,13.98,334,10+ years,RENT,32500,0,0,Charged Off
6000, 36 months,9.17,191.28,2 years,OWN,80000,0,0,Fully Paid
20000, 60 months,14.52,470.78,3 years,MORTGAGE,28000,0,0,Current
1200, 36 months,7.96,37.59,2 years,MORTGAGE,49992,0,0,Fully Paid
14800, 60 months,16.46,363.54,10+ years,RENT,140000,0,0,Current
19350, 60 months,21.18,525.45,3 years,OWN,55000,1,1,Fully Paid
35000, 60 months,13.11,798.33,4 years,MORTGAGE,102000,0,0,Fully Paid
20000, 36 months,7.99,626.64,5 years,MORTGAGE,85000,0,0,Current
40000, 36 months,15.05,1387.6,1 year,MORTGAGE,120000,0,0,Fully Paid
24000, 36 months,11.14,787.33,1 year,RENT,77000,0,0,Fully Paid
20800, 60 months,14.99,494.73,1 year,OWN,144000,1,0,Fully Paid
16000, 60 months,13.11,364.96,10+ years,MORTGAGE,60000,1,0,Fully Paid
16000, 60 months,17.99,406.21,10+ years,MORTGAGE,122000,0,0,Fully Paid
20000, 60 months,15.05,476.33,< 1 year,RENT,25000,0,0,Current
7000, 36 months,7.89,219,1 year,RENT,80000,0,0,Charged Off
14000, 36 months,10.49,454.97,< 1 year,RENT,100000,0,1,Current
3000, 36 months,6.19,91.53,5 years,MORTGAGE,40000,0,0,Current
14000, 36 months,11.49,461.6,10+ years,OWN,45000,1,0,Current
14400, 36 months,12.99,485.13,3 years,OWN,35000,0,0,Current
7125, 36 months,17.1,254.39,1 year,MORTGAGE,57000,0,0,Fully Paid
10000, 36 months,18.06,361.83,,OWN,45000,0,0,Current
9000, 36 months,6.89,277.45,4 years,RENT,50000,0,0,Fully Paid
10000, 36 months,17.27,357.88,5 years,MORTGAGE,60000,0,0,Fully Paid
15000, 36 months,11.49,494.57,8 years,RENT,93600,0,1,In Grace Period
8800, 36 months,12.69,295.2,2 years,RENT,42000,0,0,Fully Paid
20000, 36 months,12.74,671.38,10+ years,OWN,90000,0,0,Fully Paid
7000, 36 months,6.99,216.11,5 years,RENT,75000,0,0,Fully Paid
10000, 36 months,7.35,310.38,2 years,RENT,52000,0,0,Current
8000, 36 months,16.02,281.34,10+ years,MORTGAGE,24000,3,0,Current
20000, 60 months,15.77,483.93,10+ years,RENT,75000,0,0,Current
14000, 60 months,8.49,287.17,10+ years,MORTGAGE,68000,0,0,Fully Paid
35000, 36 months,7.39,1086.96,,MORTGAGE,75000,0,0,Fully Paid
1000, 36 months,12.98,33.69,3 years,MORTGAGE,113000,2,0,Current
11625, 36 months,24.5,459.14,6 years,RENT,29250,0,0,Charged Off
18475, 36 months,12.05,614.08,7 years,MORTGAGE,42000,0,0,Fully Paid
6000, 36 months,6.71,184.47,,OWN,35000,0,0,Current
12500, 60 months,17.09,311.27,10+ years,RENT,43680,0,0,Current
26400, 36 months,14.65,910.65,10+ years,OWN,90000,0,0,Fully Paid
6000, 36 months,11.53,197.95,2 years,RENT,62000,0,0,Fully Paid
32400, 60 months,16.59,798.1,10+ years,MORTGAGE,145184.03,1,0,Fully Paid
5000, 36 months,17.47,179.44,4 years,RENT,80000,0,0,Current
5000, 36 months,7.89,156.43,8 years,RENT,65000,0,0,Fully Paid
20000, 60 months,12.69,451.9,2 years,MORTGAGE,65000,1,0,Current
15275, 36 months,19.99,567.6,2 years,RENT,45000,0,0,Fully Paid
19200, 36 months,16.59,680.63,10+ years,RENT,81000,0,1,Charged Off
2400, 36 months,10.99,78.57,3 years,RENT,40000,0,0,Current
15000, 36 months,15.59,524.33,8 years,MORTGAGE,102000,0,0,Fully Paid
9000, 36 months,7.84,281.37,< 1 year,MORTGAGE,80000,0,0,Current
