Ticker,Name,Market Cap,Sector,Industry
AAPL,Apple Inc,2.99098E+12,Technology,Computer Hardware
MSFT,Microsoft Corporation,2.80734E+12,Technology,Application Software
GOOGL,Alphabet Inc - Class A,1.74622E+12,Technology,Online Media
AMZN,Amazon.com Inc,1.51372E+12,Consumer Cyclical,Retail - Apparel & Specialty
NVDA,NVIDIA Corp,1.20329E+12,Technology,Semiconductors
META,Meta Platforms Inc - Class A,8.78709E+11,Technology,Online Media
BRK-B,Berkshire Hathaway Inc - Class B,7.90218E+11,Financial Services,Insurance
TSLA,Tesla Inc,7.43381E+11,Consumer Cyclical,Autos
LLY,Lilly(Eli) & Company,5.64916E+11,Healthcare,Drug Manufacturers
V,Visa Inc - Class A,5.18208E+11,Financial Services,Credit Services
TSM,Taiwan Semiconductor Manufacturing,5.11606E+11,Technology,Semiconductors
UNH,Unitedhealth Group Inc,5.03688E+11,Healthcare,Health Care Plans
NVO,Novo Nordisk,4.67066E+11,Healthcare,Biotechnology
JPM,JPMorgan Chase & Company,4.4559E+11,Financial Services,Banks
WMT,Walmart Inc,4.16501E+11,Consumer Defensive,Retail - Defensive
XOM,Exxon Mobil Corp,4.16372E+11,Energy,Oil & Gas - Integrated
AVGO,Broadcom Inc,4.0113E+11,Technology,Semiconductors
JNJ,Johnson & Johnson,3.91977E+11,Healthcare,Drug Manufacturers
MA,Mastercard Incorporated - Class A,3.86618E+11,Financial Services,Credit Services
PG,Procter & Gamble Company,3.56E+11,Consumer Defensive,Consumer Packaged Goods
ORCL,Oracle Corp,3.15505E+11,Technology,Application Software
HD,Home Depot Inc,3.0922E+11,Consumer Cyclical,Retail - Apparel & Specialty
ADBE,Adobe Inc,2.82468E+11,Technology,Application Software
ASML,ASML Holding NV,2.71318E+11,Technology,Semiconductors
CVX,Chevron Corp,2.695E+11,Energy,Oil & Gas - Integrated
COST,Costco Wholesale Corp,2.6105E+11,Consumer Defensive,Retail - Defensive
MRK,Merck & Co Inc,2.58015E+11,Healthcare,Drug Manufacturers
KO,Coca-Cola Company,2.52628E+11,Consumer Defensive,Beverages - Non-Alcoholic
SHEL,Shell Plc ADR (Representing - ),2.51348E+11,Unknown Sector,Unknown Industry
TM,Toyota Motor Corporation,2.50846E+11,Consumer Cyclical,Autos
ABBV,Abbvie Inc,2.44406E+11,Healthcare,Drug Manufacturers
BAC,Bank Of America Corp,2.35451E+11,Financial Services,Banks
PEP,PepsiCo Inc,2.32945E+11,Consumer Defensive,Beverages - Non-Alcoholic
ACN,Accenture plc - Class A,2.21414E+11,Technology,Application Software
CRM,Salesforce Inc,2.1802E+11,Technology,Application Software
NFLX,Netflix Inc,2.11824E+11,Consumer Cyclical,Entertainment
NVS,Novartis AG,2.10394E+11,Healthcare,Drug Manufacturers
BABA,Alibaba Group Holding Ltd,2.06401E+11,Consumer Cyclical,Retail - Apparel & Specialty
MCD,McDonald`s Corp,2.0546E+11,Consumer Cyclical,Restaurants
AHBIF,AnheuserBusch InBev SANV,2.04327E+11,Unknown,Unknown
LIN,Linde Plc.,2.00848E+11,Basic Materials,Chemicals
AMD,Advanced Micro Devices Inc,1.97936E+11,Technology,Semiconductors
AZN,Astrazeneca plc,1.96937E+11,Healthcare,Drug Manufacturers
CSCO,Cisco Systems Inc,1.94958E+11,Technology,Communication Equipment
TMO,Thermo Fisher Scientific Inc,1.88162E+11,Healthcare,Medical Diagnostics & Research
SAP,Sap SE,1.88158E+11,Technology,Application Software
INTC,Intel Corp,1.8289E+11,Technology,Semiconductors
TTE,TotalEnergies SE,1.78337E+11,Energy,Oil & Gas - Integrated
ABT,Abbott Laboratories,1.78221E+11,Healthcare,Medical Devices
CMCSA,Comcast Corp - Class A,1.75236E+11,Communication Services,Communication Services
TMUS,T-Mobile US Inc,1.75186E+11,Communication Services,Communication Services
DIS,Walt Disney Co (The),1.73957E+11,Consumer Cyclical,Entertainment
PFE,Pfizer Inc,1.71185E+11,Healthcare,Drug Manufacturers
NKE,Nike Inc - Class B,1.65115E+11,Consumer Cyclical,Manufacturing - Apparel & Furniture
DHR,Danaher Corp,1.63397E+11,Healthcare,Medical Diagnostics & Research
INTU,Intuit Inc,1.58018E+11,Technology,Application Software
BHP,BHP Group Ltd,1.57489E+11,Basic Materials,Metals & Mining
VZ,Verizon Communications Inc,1.57021E+11,Communication Services,Communication Services
HSBC,HSBC Holdings plc,1.56965E+11,Financial Services,Banks
WFC,Wells Fargo & Company,1.55978E+11,Financial Services,Banks
PDD,PDD Holdings Inc,1.48305E+11,Consumer Cyclical,Retail - Apparel & Specialty
PM,Philip Morris International Inc,1.45641E+11,Consumer Defensive,Tobacco Products
QCOM,Qualcomm Inc,1.4229E+11,Technology,Semiconductors
AMGN,AMGEN Inc,1.4153E+11,Healthcare,Biotechnology
IBM,International Business Machines Corp,1.41324E+11,Technology,Application Software
TXN,Texas Instruments Inc,1.39763E+11,Technology,Semiconductors
SIEGY,Siemens AG,1.39145E+11,Unknown,Unknown
COP,Conoco Phillips,1.37532E+11,Energy,Oil & Gas - E&P
NOW,ServiceNow Inc,1.36611E+11,Technology,Application Software
UNP,Union Pacific Corp,1.36207E+11,Industrials,Transportation & Logistics
BA,Boeing Company,1.3265E+11,Industrials,Aerospace & Defense
SPGI,S&P Global Inc,1.32085E+11,Financial Services,Brokers & Exchanges
GE,General Electric Company,1.3017E+11,Industrials,Industrial Products
MS,Morgan Stanley,1.30055E+11,Financial Services,Brokers & Exchanges
UPS,United Parcel Service Inc - Class B,1.28808E+11,Industrials,Transportation & Logistics
HON,Honeywell International Inc,1.27686E+11,Industrials,Industrial Products
BUD,Anheuser-Busch InBev SA/NV,1.26603E+11,Consumer Defensive,Beverages - Alcoholic
AMAT,Applied Materials Inc,1.25525E+11,Technology,Semiconductors
CAT,Caterpillar Inc,1.255E+11,Industrials,Farm & Construction Machinery
NTTYY,Nippon Telegraph & Telephone Corp,1.22037E+11,Unknown,Unknown
UL,Unilever plc,1.2172E+11,Consumer Defensive,Consumer Packaged Goods
RY,Royal Bank Of Canada,1.20832E+11,Financial Services,Banks
AXP,American Express Company,1.20625E+11,Financial Services,Credit Services
SONY,Sony Group Corporation,1.18844E+11,Technology,Computer Hardware
SBUX,Starbucks Corp,1.1848E+11,Consumer Cyclical,Restaurants
SNY,Sanofi,1.1741E+11,Healthcare,Drug Manufacturers
LOW,Lowe`s Cos. Inc,1.16305E+11,Consumer Cyclical,Retail - Apparel & Specialty
NEE,NextEra Energy Inc,1.16303E+11,Utilities,Utilities - Regulated
RTX,RTX Corp,1.16179E+11,Industrials,Aerospace & Defense
T,AT&T Inc,1.15599E+11,Communication Services,Communication Services
RIO,Rio Tinto plc,1.13647E+11,Basic Materials,Metals & Mining
LMT,Lockheed Martin Corp,1.13425E+11,Industrials,Aerospace & Defense
MUFG,Mitsubishi UFJ Financial Group Inc,1.13163E+11,Financial Services,Banks
UBER,Uber Technologies Inc,1.1315E+11,Unknown Sector,Unknown Industry
ELV,Elevance Health Inc,1.13104E+11,Healthcare,Health Care Plans
BKNG,Booking Holdings Inc,1.11716E+11,Consumer Cyclical,Travel & Leisure
SYK,Stryker Corp,1.11674E+11,Healthcare,Medical Devices
GS,Goldman Sachs Group Inc,1.1164E+11,Financial Services,Brokers & Exchanges
ISRG,Intuitive Surgical Inc,1.10958E+11,Healthcare,Medical Instruments & Equipment
TD,Toronto Dominion Bank,1.10454E+11,Financial Services,Banks
BP,BP plc,1.09553E+11,Energy,Oil & Gas - Integrated
DE,Deere & Company,1.08704E+11,Industrials,Farm & Construction Machinery
BLK,Blackrock Inc,1.08564E+11,Financial Services,Asset Management
HDB,HDFC Bank Ltd,1.08288E+11,Financial Services,Banks
MDT,Medtronic Plc,1.04264E+11,Healthcare,Medical Devices
EQNR,Equinor ASA,1.04074E+11,Energy,Oil & Gas - Integrated
TJX,TJX Companies Inc,1.03374E+11,Consumer Cyclical,Retail - Apparel & Specialty
BMY,Bristol-Myers Squibb Company,1.03243E+11,Healthcare,Drug Manufacturers
PLD,Prologis Inc,1.03048E+11,Real Estate,REITs
SCHW,Charles Schwab Corp,1.01855E+11,Financial Services,Brokers & Exchanges
PBR,Petroleo Brasileiro S.A. Petrobras,99788139647,Energy,Oil & Gas - Integrated
MMC,Marsh & McLennan Cos. Inc,98874717934,Financial Services,Brokers & Exchanges
MDLZ,Mondelez International Inc - Class A,97256277029,Consumer Defensive,Consumer Packaged Goods
UBS,UBS Group AG,96596215940,Financial Services,Banks
ADP,Automatic Data Processing Inc,95230765001,Industrials,Business Services
PGR,Progressive Corp,95181101574,Financial Services,Insurance - Property & Casualty
LRCX,Lam Research Corp,95071844999,Technology,Semiconductors
GILD,Gilead Sciences Inc,94323286522,Healthcare,Biotechnology
CB,Chubb Ltd,93101296103,Financial Services,Insurance - Property & Casualty
AMT,American Tower Corp,92667056020,Communication Services,Communication Services
ETN,Eaton Corporation plc,91335090000,Industrials,Industrial Products
VRTX,Vertex Pharmaceuticals Inc,91166831502,Healthcare,Biotechnology
ADI,Analog Devices Inc,91027010343,Technology,Semiconductors
SHOP,Shopify Inc - Class A,90262400544,Technology,Application Software
RACE,Ferrari N.V.,90038344832,Consumer Cyclical,Autos
DEO,Diageo plc,88992338293,Consumer Defensive,Beverages - Alcoholic
CVS,CVS Health Corp,88803344648,Healthcare,Health Care Plans
REGN,Regeneron Pharmaceuticals Inc,86817663546,Healthcare,Biotechnology
C,Citigroup Inc,86695125830,Financial Services,Banks
CI,Cigna Group (The),85334032722,Healthcare,Health Care Plans
MU,Micron Technology Inc,84447753977,Technology,Semiconductors
ABNB,Airbnb Inc - Class A,83525479873,Unknown Sector,Unknown Industry
ZTS,Zoetis Inc - Class A,82557836912,Healthcare,Drug Manufacturers
SNPS,Synopsys Inc,82322887288,Technology,Application Software
PANW,Palo Alto Networks Inc,81203584097,Technology,Application Software
BSX,Boston Scientific Corp,81161895468,Healthcare,Medical Devices
BTI,British American Tobacco Plc,78734600105,Consumer Defensive,Tobacco Products
CME,CME Group Inc - Class A,77831369462,Financial Services,Brokers & Exchanges
CNI,Canadian National Railway Company,77151799000,Industrials,Transportation & Logistics
IBN,ICICI Bank Ltd,76853411408,Financial Services,Banks
FI,Fiserv Inc,76476189581,Industrials,Business Services
MELI,MercadoLibre Inc,76391320225,Consumer Cyclical,Retail - Apparel & Specialty
NTES,NetEase Inc,76197319128,Technology,Online Media
LVMUY,Lvmh Moet Hennessy Vuitton SE,76087279773,Discretionary,"Textiles, Apparel & Luxury Goods"
SO,Southern Company,75891136433,Utilities,Utilities - Regulated
BX,Blackstone Inc,75787073713,Financial Services,Asset Management
KLAC,KLA Corp,75766163409,Technology,Semiconductors
ABBNY,ABB Ltd,75180841516,Industrials,Industrial Products
SLB,SLB,74640689560,Energy,Oil & Gas - Services
EQIX,Equinix Inc,74323299762,Real Estate,REITs
INFY,Infosys Ltd,73954465309,Technology,Application Software
VALE,Vale S.A.,73610573414,Basic Materials,Metals & Mining
CDNS,Cadence Design Systems Inc,73478426500,Technology,Application Software
MO,Altria Group Inc,73096185282,Consumer Defensive,Tobacco Products
ITW,Illinois Tool Works Inc,72785350505,Industrials,Industrial Products
RELX,RELX Plc,72550632000,Consumer Cyclical,Publishing
CNQ,Canadian Natural Resources Ltd,72014204770,Energy,Oil & Gas - E&P
EOG,EOG Resources Inc,71717074807,Energy,Oil & Gas - E&P
NOC,Northrop Grumman Corp,71330241679,Industrials,Aerospace & Defense
GSK,GSK Plc,70928000000,Healthcare,Drug Manufacturers
SHW,Sherwin-Williams Company,70625864913,Basic Materials,Chemicals
DUK,Duke Energy Corp,69641133766,Utilities,Utilities - Regulated
WM,Waste Management Inc,69577062929,Industrials,Waste Management
HCA,HCA Healthcare Inc,68815683880,Healthcare,Health Care Providers
BDX,Becton Dickinson & Company,68697710323,Healthcare,Medical Instruments & Equipment
ENB,Enbridge Inc,68628872563,Energy,Oil & Gas - Midstream
SMFG,Sumitomo Mitsui Financial Group Inc,67824769734,Financial Services,Banks
GD,General Dynamics Corp,67531619085,Industrials,Aerospace & Defense
ANET,Arista Networks Inc,67392607345,Technology,Computer Hardware
MCO,Moody`s Corp,66894925000,Financial Services,Brokers & Exchanges
AON,Aon plc. - Class A,66739117561,Financial Services,Brokers & Exchanges
MITSY,Mitsui & Co. Ltd,66230964292,Unknown,Unknown
CP,Canadian Pacific Kansas City Ltd,66124397365,Industrials,Transportation & Logistics
CSX,CSX Corp,65306043355,Industrials,Transportation & Logistics
TRI,Thomson-Reuters Corp,64479529891,Financial Services,Brokers & Exchanges
FDX,Fedex Corp,64419480083,Industrials,Transportation & Logistics
ICE,Intercontinental Exchange Inc,64053652961,Financial Services,Brokers & Exchanges
CL,Colgate-Palmolive Company,63886721361,Consumer Defensive,Consumer Packaged Goods
HUM,Humana Inc,63886320300,Healthcare,Health Care Plans
STLA,Stellantis N.V,63322435880,Consumer Cyclical,Autos
ARM,Arm Holdings plc.,63318451840,Unknown Sector,Unknown Industry
MAR,Marriott International Inc - Class A,62615400451,Consumer Cyclical,Travel & Leisure
PYPL,PayPal Holdings Inc,61863431116,Financial Services,Credit Services
ITUB,Itau Unibanco Holding S.A.,61766052692,Financial Services,Banks
MCK,Mckesson Corporation,61711093731,Healthcare,Medical Distribution
VMW,Vmware Inc - Class A,61317067883,Technology,Application Software
CMG,Chipotle Mexican Grill,61214982114,Consumer Cyclical,Restaurants
WDAY,Workday Inc - Class A,61141860000,Technology,Application Software
APD,Air Products & Chemicals Inc,60928740679,Basic Materials,Chemicals
CHTR,Charter Communications Inc - Class A,60658639374,Communication Services,Communication Services
TGT,Target Corp,60239513052,Consumer Defensive,Retail - Defensive
AMX,America Movil S.A.B.DE C.V.,59977260000,Communication Services,Communication Services
ORLY,O`Reilly Automotive Inc,59743735759,Consumer Cyclical,Retail - Apparel & Specialty
MPC,Marathon Petroleum Corp,59660730402,Energy,Oil & Gas - Refining & Marketing
MBGAF,Mercedes-Benz Group AG,58846106133,Discretionary,Automobiles
KKR,KKR & Co. Inc,58708186143,Financial Services,Asset Management
E,Eni Spa,58176272872,Energy,Oil & Gas - Integrated
SCCO,Southern Copper Corporation,58160920031,Basic Materials,Metals & Mining
EPD,Enterprise Products Partners L P,57985787264,Energy,Oil & Gas - Midstream
MNST,Monster Beverage Corp,57843961907,Consumer Defensive,Beverages - Non-Alcoholic
USB,U.S. Bancorp.,56459117965,Financial Services,Banks
CTAS,Cintas Corporation,56448254538,Industrials,Business Services
ROP,Roper Technologies Inc,56394575904,Industrials,Industrial Products
PH,Parker-Hannifin Corp,55383473053,Industrials,Industrial Products
PXD,Pioneer Natural Resources Company,55079597396,Energy,Oil & Gas - E&P
SNOW,Snowflake Inc - Class A,55051028000,Unknown Sector,Unknown Industry
BMO,Bank of Montreal,54373766616,Financial Services,Banks
DELL,Dell Technologies Inc - Class C,54310542638,Unknown Sector,Unknown Industry
AJG,Arthur J. Gallagher & Company,54089850940,Financial Services,Brokers & Exchanges
BN,Brookfield Corporation - Class A,53813760000,Financial Services,Asset Management
ING,ING Groep N.V.,53740481799,Financial Services,Banks
APH,Amphenol Corp - Class A,53734536806,Technology,Computer Hardware
TDG,Transdigm Group Incorporated,53538701832,Industrials,Aerospace & Defense
MSI,Motorola Solutions Inc,53366112817,Technology,Communication Equipment
OXY,Occidental Petroleum Corp,53266696476,Energy,Oil & Gas - E&P
ECL,Ecolab Inc,53201580421,Basic Materials,Chemicals
FCX,Freeport-McMoRan Inc,52886818280,Basic Materials,Metals & Mining
MMM,3M Company,52643518049,Industrials,Industrial Products
PSX,Phillips 66,52548428383,Energy,Oil & Gas - Refining & Marketing
HMC,Honda Motor,52520669322,Consumer Cyclical,Autos
BNS,Bank Of Nova Scotia,52432350000,Financial Services,Banks
LULU,Lululemon Athletica Inc,52271201755,Consumer Cyclical,Retail - Apparel & Specialty
TT,Trane Technologies plc - Class A,51951359949,Industrials,Industrial Products
NXPI,NXP Semiconductors NV,51452149904,Technology,Semiconductors
APO,Apollo Global Management Inc - Class A (New),51126185601,Financial Services,Asset Management
PNC,PNC Financial Services Group Inc,50956675302,Financial Services,Banks
EMR,Emerson Electric Company,50772060000,Industrials,Industrial Products
RSG,Republic Services Inc,50615318940,Industrials,Waste Management
NGG,National Grid Plc,50362559089,Utilities,Utilities - Regulated
CRWD,Crowdstrike Holdings Inc - Class A,49700280824,Unknown Sector,Unknown Industry
AFL,Aflac Inc,48968570062,Financial Services,Insurance - Life
CPRT,Copart Inc,48719828163,Consumer Cyclical,Autos
NSC,Norfolk Southern Corp,48560837903,Industrials,Transportation & Logistics
AZO,Autozone Inc,48508573295,Consumer Cyclical,Retail - Apparel & Specialty
MRVL,Marvell Technology Inc,47730000000,Technology,Semiconductors
PCAR,Paccar Inc,47700736868,Industrials,Truck Manufacturing
CRH,CRH Plc,47400612896,Basic Materials,Building Materials
MET,Metlife Inc,47354853362,Financial Services,Insurance - Life
BSBR,Banco Santander (Brasil) S.A.,46818219419,Financial Services,Banks
TEAM,Atlassian Corporation - Class A,46470079246,Technology,Application Software
AIG,American International Group Inc,46252118571,Financial Services,Insurance
PCG,PG&E Corp,46164659156,Utilities,Utilities - Regulated
SRE,Sempra,46014937346,Utilities,Utilities - Regulated
WELL,Welltower Inc,46011269219,Real Estate,REITs
FOX,Fox Corporation - Class B,45680464544,Unknown Sector,Unknown Industry
KDP,Keurig Dr Pepper Inc,45285176635,Consumer Defensive,Beverages - Non-Alcoholic
MCHP,Microchip Technology Inc,44885805224,Technology,Semiconductors
PSA,Public Storage.,44787281580,Real Estate,REITs
HLT,Hilton Worldwide Holdings Inc,44731895464,Consumer Cyclical,Travel & Leisure
CCI,Crown Castle Inc,44712257886,Real Estate,REITs
ROST,Ross Stores Inc,44619101530,Consumer Cyclical,Retail - Apparel & Specialty
FMX,Fomento Economico Mexicano S.A.B. de C.V.,44541760609,Consumer Defensive,Beverages - Alcoholic
SU,Suncor Energy Inc,44520477400,Energy,Oil & Gas - Integrated
HES,Hess Corporation,44339612876,Energy,Oil & Gas - E&P
JD,JD.com Inc,44319305000,Consumer Cyclical,Retail - Apparel & Specialty
VLO,Valero Energy Corp,44268737837,Energy,Oil & Gas - Refining & Marketing
CARR,Carrier Global Corp,44184873097,Unknown Sector,Unknown Industry
ODFL,Old Dominion Freight Line Inc,44116987704,Industrials,Transportation & Logistics
WMB,Williams Cos Inc,44070949604,Energy,Oil & Gas - Midstream
EL,Estee Lauder Cos. Inc - Class A,43863624643,Consumer Defensive,Consumer Packaged Goods
STZ,Constellation Brands Inc - Class A,43821802665,Consumer Defensive,Beverages - Alcoholic
MFG,Mizuho Financial Group Inc,43802060672,Financial Services,Banks
ABEV,Ambev S.A.,43438728251,Consumer Defensive,Beverages - Alcoholic
TAK,Takeda Pharmaceutical Company,43410101812,Healthcare,Drug Manufacturers
ADSK,Autodesk Inc,43313796075,Technology,Application Software
ET,Energy Transfer LP,43187664894,Energy,Oil & Gas - Midstream
DXCM,Dexcom Inc,42976194997,Healthcare,Medical Diagnostics & Research
DHI,D.R. Horton Inc,42970429559,Consumer Cyclical,Homebuilding & Construction
PAYX,Paychex Inc,42886920531,Industrials,Business Services
LNG,Cheniere Energy Inc,42777994629,Energy,Oil & Gas - Midstream
KHC,Kraft Heinz Company,42597253329,Consumer Defensive,Consumer Packaged Goods
PLTR,Palantir Technologies Inc - Class A,42369441693,Unknown Sector,Unknown Industry
TFC,Truist Financial Corporation,41943924838,Financial Services,Banks
BIDU,Baidu Inc,41891850000,Technology,Online Media
FTNT,Fortinet Inc,41599297553,Technology,Application Software
MSCI,MSCI Inc,41440074701,Financial Services,Brokers & Exchanges
DLR,Digital Realty Trust Inc,41419712835,Real Estate,REITs
KMB,Kimberly-Clark Corp,41366808894,Consumer Defensive,Consumer Packaged Goods
TEL,TE Connectivity Ltd,41229559227,Technology,Computer Hardware
F,Ford Motor Company,41062834677,Consumer Cyclical,Autos
STM,ST Microelectronics,41036884191,Technology,Semiconductors
EW,Edwards Lifesciences Corp,40766867078,Healthcare,Medical Devices
COF,Capital One Financial Corp,40726503510,Financial Services,Credit Services
GWW,W.W. Grainger Inc,40449714329,Industrials,Industrial Distribution
COR,Cencora Inc,40370275246,Healthcare,Medical Distribution
AEP,American Electric Power Company Inc,40312525443,Utilities,Utilities - Regulated
TRV,Travelers Companies Inc,40312165114,Financial Services,Insurance - Property & Casualty
CNC,Centene Corp,40183168686,Healthcare,Health Care Plans
SGEN,Seagen Inc,39992799010,Healthcare,Biotechnology
ADM,Archer Daniels Midland Company,39848435124,Consumer Defensive,Consumer Packaged Goods
IDXX,Idexx Laboratories Inc,39707325119,Healthcare,Medical Diagnostics & Research
LI,Li Auto Inc,39673828956,Unknown,Unknown
CEG,Constellation Energy Corporation,39636173574,Unknown Sector,Unknown Industry
SPG,Simon Property Group Inc,39623803744,Real Estate,REITs
WDS,Woodside Energy Group Ltd,39411295496,Unknown,Unknown
HSY,Hershey Company,39178093361,Consumer Defensive,Consumer Packaged Goods
NUE,Nucor Corp,39148920556,Basic Materials,Steel
D,Dominion Energy Inc,39035456391,Utilities,Utilities - Regulated
EXC,Exelon Corp,38674217918,Utilities,Utilities - Regulated
GM,General Motors Company,38662938733,Consumer Cyclical,Autos
KMI,Kinder Morgan Inc - Class P,38524979195,Energy,Oil & Gas - Midstream
HLN,Haleon plc,38508172875,Unknown Sector,Unknown Industry
KVUE,Kenvue Inc,38374484658,Unknown Sector,Unknown Industry
IQV,IQVIA Holdings Inc,38367774868,Healthcare,Medical Diagnostics & Research
GIS,General Mills Inc,37960804668,Consumer Defensive,Consumer Packaged Goods
NU,Nu Holdings Ltd Class A,37953067930,Unknown Sector,Unknown Industry
O,Realty Income Corp,37785465250,Real Estate,REITs
LVS,Las Vegas Sands Corp,37671954221,Consumer Cyclical,Travel & Leisure
TRP,TC Energy Corporation,37575560000,Energy,Oil & Gas - Midstream
DASH,DoorDash Inc - Class A,37500944944,Unknown Sector,Unknown Industry
LYG,Lloyds Banking Group plc,37109304913,Financial Services,Banks
EA,Electronic Arts Inc,36876494751,Technology,Application Software
BK,Bank Of New York Mellon Corp,36774108139,Financial Services,Asset Management
LEN,Lennar Corp - Class A,36626280523,Consumer Cyclical,Homebuilding & Construction
A,Agilent Technologies Inc,36623647674,Healthcare,Medical Diagnostics & Research
DDOG,Datadog Inc - Class A,36442189338,Unknown Sector,Unknown Industry
PCOA,Pendrell Corp - Class A,36415350000,Unknown,Unknown
SYY,Sysco Corp,36369808759,Consumer Defensive,Retail - Defensive
JCI,Johnson Controls International plc,36171130265,Industrials,Engineering & Construction
DOW,Dow Inc,36138032230,Unknown Sector,Unknown Industry
YUM,Yum Brands Inc,36130442572,Consumer Cyclical,Restaurants
SQ,Block Inc - Class A,36006696852,Technology,Application Software
AMP,Ameriprise Financial Inc,35972501624,Financial Services,Asset Management
AME,Ametek Inc,35910341011,Industrials,Industrial Products
MFC,Manulife Financial Corp,35883277344,Financial Services,Insurance - Life
MPLX,MPLX LP,35823539501,Energy,Oil & Gas - Midstream
BCE,BCE Inc,35819432000,Communication Services,Communication Services
ALC,Alcon Inc,35815428000,Unknown Sector,Unknown Industry
CTSH,Cognizant Technology Solutions Corp - Class A,35797333865,Technology,Application Software
ALL,Allstate Corp (The),35597572182,Financial Services,Insurance - Property & Casualty
LHX,L3Harris Technologies Inc,35524793726,Technology,Communication Equipment
CM,Canadian Imperial Bank Of Commerce,35463887200,Financial Services,Banks
SPOT,Spotify Technology S.A.,34985612921,Technology,Online Media
OTIS,Otis Worldwide Corp,34973620215,Unknown Sector,Unknown Industry
MBLY,Mobileye Global Inc - Class A,34965734706,Unknown Sector,Unknown Industry
VRSK,Verisk Analytics Inc,34810849532,Industrials,Business Services
FAST,Fastenal Company,34777039953,Industrials,Industrial Distribution
PRU,Prudential Financial Inc,34528560000,Financial Services,Insurance - Life
WCN,Waste Connections Inc,34342169511,Industrials,Waste Management
FERG,Ferguson Plc.,34242253182,Unknown,Unknown
CSGP,Costar Group Inc,34239023910,Real Estate,Real Estate Services
HAL,Halliburton Company,34045918587,Energy,Oil & Gas - Services
BKR,Baker Hughes Co - Class A,33904179440,Energy,Oil & Gas - Services
IT,Gartner Inc,33763995591,Technology,Application Software
CVE,Cenovus Energy Inc,33686071920,Energy,Oil & Gas - Integrated
BIIB,Biogen Inc,33490396219,Healthcare,Biotechnology
GEHC,GE HealthCare Technologies Inc,33476092477,Unknown Sector,Unknown Industry
XEL,Xcel Energy Inc,33329123599,Utilities,Utilities - Regulated
IMO,Imperial Oil Ltd,33244131181,Energy,Oil & Gas - Integrated
ARES,Ares Management Corp - Class A,33137921463,Financial Services,Asset Management
CTVA,Corteva Inc,32904659040,Unknown Sector,Unknown Industry
TTD,Trade Desk Inc - Class A,32759959406,Technology,Application Software
DD,DuPont de Nemours Inc,32735641122,Unknown Sector,Unknown Industry
PEG,Public Service Enterprise Group Inc,32267529770,Utilities,Utilities - Regulated
FIS,Fidelity National Information Services Inc,32247895804,Industrials,Business Services
PPG,PPG Industries Inc,32180496457,Basic Materials,Chemicals
ACGL,Arch Capital Group Ltd,32055418905,Financial Services,Insurance
ORAN,Orange.,31985261745,Communication Services,Communication Services
CMI,Cummins Inc,31801196932,Industrials,Industrial Products
ASMIY,ASM International NV,31757043620,Technology,Semiconductors
URI,United Rentals Inc,31643567444,Industrials,Consulting & Outsourcing
PUK,Prudential plc,31542544864,Financial Services,Insurance - Life
KR,Kroger Company,31451608686,Consumer Defensive,Retail - Defensive
ROK,Rockwell Automation Inc,31333832825,Industrials,Industrial Products
ED,Consolidated Edison Inc,31222482914,Utilities,Utilities - Regulated
BBD,Banco Bradesco S.A.,31200301322,Financial Services,Banks
GFS,GlobalFoundries Inc,30998301510,Unknown Sector,Unknown Industry
LYB,LyondellBasell Industries NV - Class A,30785766777,Basic Materials,Chemicals
Z,Zillow Group Inc - Class C,30570476904,Real Estate,Real Estate Services
NEM,Newmont Corp,29953465777,Basic Materials,Metals & Mining
SLF,Sun Life Financial Inc,29893479057,Financial Services,Insurance
OKE,Oneok Inc,29842003835,Energy,Oil & Gas - Midstream
MRNA,Moderna Inc,29750922604,Unknown Sector,Unknown Industry
ON,ON Semiconductor Corp,29585625086,Technology,Semiconductors
BCS,Barclays plc,29488970000,Financial Services,Banks
GPN,Global Payments Inc,29218113695,Industrials,Business Services
CDW,CDW Corp,29091065058,Technology,Application Software
VICI,VICI Properties Inc,28994179372,Real Estate,REITs
CPNG,Coupang Inc - Class A,28985835889,Unknown Sector,Unknown Industry
DVN,Devon Energy Corp,28902400000,Energy,Oil & Gas - E&P
CHT,Chunghwa Telecom,28896488380,Communication Services,Communication Services
NTR,Nutrien Ltd,28875405569,Basic Materials,Agriculture
GOLD,Barrick Gold Corp,28615456244,Basic Materials,Metals & Mining
MLM,Martin Marietta Materials Inc,28602988851,Basic Materials,Building Materials
IR,Ingersoll-Rand Inc,28595086029,Technology,Computer Hardware
MDB,MongoDB Inc - Class A,28590397976,Technology,Application Software
BF-B,Brown-Forman Corp - Class B,28546156392,Consumer Defensive,Beverages - Alcoholic
HPQ,HP Inc,28257502227,Technology,Computer Hardware
CQP,Cheniere Energy Partners LP,28219305971,Energy,Oil & Gas - Midstream
VMC,Vulcan Materials Company,28154341423,Basic Materials,Building Materials
VEEV,Veeva Systems Inc - Class A,28152936198,Technology,Application Software
CCEP,Coca-Cola Europacific Partners Plc,27868711532,Consumer Defensive,Beverages - Non-Alcoholic
ZS,Zscaler Inc,27812692268,Technology,Application Software
PKX,POSCO Holdings Inc,27666723917,Basic Materials,Steel
FANG,Diamondback Energy Inc,27566647936,Energy,Oil & Gas - E&P
DG,Dollar General Corp,27411062891,Consumer Defensive,Retail - Defensive
